	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
16	chose	frère	éducation	encore	corps	entendre	brave	voir	encore	vérité	fil|fils	forêt	affaire	parole	matin	vrai	placer	donner	mettre	côte	doux	politique	désir	écuyer	douleur	écrier	encore	femme	donner	chercher	fortune	secret	lecture	demander	jamais	comte	grand	prêtre	aimable	pourquoi
17	voir	bon	besoin	joli	tomber	père	officier	apercevoir	perdre	moins	maître	là	petit	genou	donner	divin	portrait	table	raison	voile	encore	liberté	vif	honneur	donner	coup	toujours	donner	voir	bientôt	personne	puis	goût	sœur	cruel	chevalier	beaucoup	ville	air	mieux
18	imaginer	âge	leçon	mettre	porter	cher	ville	coup	honte	espèce	esclave	bois	service	instant	homme	ciel	cheveu	rire	exiger	turc	sentir	utile	éprouver	sancerre	souffrir	cruel	troupeau	foi|fois	aimer	fort	milady	apprendre	parler	prière	père	heure	jamais	monde	société	puis
19	moyen	épouse	grand	dieu	sang	temps	armée	fenêtre	faute	voir	conseil	chemin	mettre	sortir	revenir	point	taille	main	obtenir	barque	adorer	humanité	souvent	monseigneur	voir	mourir	voir	enculer	réponse	lieu	permettre	ainsi	français	frère	mort	chapitre	façon	temps	petit	fort
20	offrir	sœur	maître	grand	tête	beaucoup	combattre	côté	coupable	ordre	guerre	air	vivre	visage	quitter	éternel	donner	pied	consentir	arriver	croire	vice	esprit	seigneur	santé	scélérat	asseoir	joli	billet	croire	jeune	bon	jouer	ermite	mourir	mot	flatter	tuer	moins	comment
21	pourtant	homme	petit	saint	mort	peine	défendre	maison	mal	être|êtres	royaume	côté	acheter	tomber	suivre	croire	regard	tirer	assurer	voir	passion	intérêt	jouir	temps	moins	jeter	heureux	homme	hier	part	clarice	oncle	comédie	bon	dernier	déjà	désir	parler	gens	reprendre
22	président	demander	encore	tenir	nuit	amitié	sang	bras	oser	loi	couronne	couvrir	état	demander	voir	donner	sourire	gros	ordre	point	moment	siècle	paraître	ami	rester	fureur	bientôt	gros	toujours	effet	nom	revenir	siècle	religieuse	vivre	rire	toujours	jamais	grâce	mal
23	agir	mourir	servir	fille	regard	vie	attaquer	ouvrer|ouvrir	faiblesse	exister	seigneur	tour	famille	oser	nuit	humain	table	servir	connaître	voyage	jour	heureux	jamais	reprendre	revenir	venger	air	cuisse	encore	vue	créature	parler	gens	habit	infortuné	coup	mettre	cent	ridicule	mot
24	jeune	voir	ainsi	plaisir	couvrir	heureux	victoire	pied	crime	mouvement	nom	bord	besoin	foi|fois	mettre	vertu	rose	pauvre	décider	gouverneur	toujours	république	vie	répondre	soin	barbare	temps	coup	heure	connaître	géminvile	vieillard	public	ange	affreux	foi|fois	aimer	vieux	parler	vrai
25	état	heureux	commencer	chose	ombre	occuper	guerrier	encore	tromper	passion	héro|héros	pays	gagner	air	dîner	terre	visage	bas	secret	envoyer	cher	terre	passion	recevoir	grand	horrible	gazon	libertin	moi|mois	abord	peine	seul	tableau	chapelle	dieu	assez	craindre	gens	souvent	tenir
26	placer	nom	exemple	homme	alors	jour	camp	descendre	œil	rapport	régner	habiter	travail	mouvement	monter	éclairer	tableau	haut	cependant	jour	beau	ville	voir	jour	arriver	dieu	vieillard	téton	marquis	arriver	assez	point	scène	prêtre	désespoir	moment	douter	cher	caractère	monde
27	permettre	parler	temps	tant	cœur	bonheur	donner	bruit	vice	naturel	ennemi	animal	terre	paraître	répondre	seul	noir	garçon	déterminer	prince	tendresse	art	sembler	commandeur	mettre	tomber	chercher	bander	chevalier	personne	oncle	époux	nom	messe	peine	là	combien	princesse	jouer	assez
28	foi|fois	cher	goût	aimer	bras	idée	tomber	bout	conduite	système	recevoir	nature	ville	pied	porte	sage	trait	mauvais	droit	eunuque	désir	particulier	inspirer	baron	croire	juge	rose	évêque	grand	devenir	apprendre	infortuné	lecteur	ciel	pleur|pleurs	heureux	idée	jésuite	fort	raison
29	jouir	époux	propre	embrasser	nouveau	passer	homme	jeter	voir	connaître	jeune	point	prix	seul	souper	juste	tête	bête	confiance	servir	foi|fois	nombre	occuper	voir	devenir	rage	dieu	ange	remettre	lorsqu	mariage	jamais	lire|liser	personne	aimer	tour	laisser	monseigneur	bon	toujours
30	nature	jamais	lieu	croire	profond	lettre	bataille	appartement	droit	physique	courtisan	espèce	perdre	silence	grand	âme	fleur	jambe	conduite	demander	connaître	humain	douceur	connaître	médecin	supplice	donner	main	personne	laisser	écrire	près	musique	dévot	laisser	près	effet	chapitrer	assez	ici
31	impossible	devenir	utile	maman	terrible	sentiment	côté	voix	estimer	force	ordre	autour	franc	asseoir	conduire	peuple	danser	morceau	accorder	terre	beauté	établir	intérêt	noble	lit	entendre	bosquet	garçon	désirer	alors	nouveau	moment	temps	cellule	sort	comment	taciturne	espagnol	amuser	ami
32	créature	aimer	état	cœur	front	chercher	chef	lever	toujours	agir	zèle	pierre	année	alors	maître|maîtresse	prêtre	agréable	corps	part	porter	jouir	guerre	soin	amant	laisser	malheur	fruit	sucer	chère	entrer	mistress	toujours	acteur	entrer	sein	part	long	chapitre	paraître	tant
33	vertu	vieillard	jeune	toujours	élever	foi|fois	corps	cabinet	sentir	matière	paix	ici	moi|mois	laisser	arrêter	raison	plaisir	repas	ajouter	tenir	objet	ancien	souvenir	abbé	long	ciel	loin	voir	ici	sortir	prier	temps	spectacle	pieux	pleurer	honneur	inspirer	fort	joli	connaître
34	saint	vivre	mettre	chère	flamme	femme	jeune	frapper	honnête	grand	majesté	voyageur	travailler	tête	rester	livre	léger	crier	moins	matelot	vie	luxe	penser	moment	danger	furieux	bord	puis	vicomte	sembler	neveu	encore	donner	dévotion	arracher	baiser	sentir	pendre	connaître	laisser
35	près	beau	gens	dame	effort	st	déjà	clef	vertueux	philosophe	porter	vue	écu	regard	route	pur	côté	jeter	crainte	sultan	donner	général	aimable	secret	dernier	justice	là	langue	passer	présenter	baronnet	effet	poète	beau	plaindre	aventure	désirer	comment	jamais	donner
36	bientôt	grand	laisser	nièce	trait	jamais	avancer	tirer	seul	monde	sang	traverser	posséder	baiser	fille	suprême	sembler	tenir	opposer	rivage	maître|maîtresse	richesse	peine	prince	tomber	périr	joie	jeune	amitié	moment	visite	docteur	mettre	jour	rester	tant	sentiment	arriver	ton	regarder
37	doute	tendresse	raison	enfant	silence	fort	mettre	donner	vérité	moral	indien	plaine	recevoir	approcher	domestique	encore	éclat	foi|fois	mariage	pacha	transport	chef	triste	cardinal	tant	arrêter	soleil	vieux	dernier	reconnaître	williams	francisque	bon	monde	abandonner	ailleurs	ailleurs	apprendre	cependant	vérité
38	laisser	embrasser	travail	oncle	agiter	laisser	arriver	lumière	craindre	action	temple	plante	nouveau	arrêter	chemin	gloire	tour	dîner	conseil	temps	rival	devenir	amour	cousin	secours	conduire	peine	doigt	seul	côté	anglais	vieux	encore	capucin	puis	laisser	prouver	donner	passer	foi|fois
39	ci	élever	sentir	temps	air	plaisir	marcher	main	erreur	seul	état	endroit	charger	tenir	gens	erreur	brillant	tourner	liberté	persan	instant	publique	remplir	haut	nuit	criminel	cabane	trou	sûr	mettre	derby	nom	vérité	sortir	apprendre	surtout	permettre	bon	conversation	plaire
40	sûr	œil	naître	présent	milieu	sembler	blessure	escalier	remords	comment	point	apercevoir	temps	sentir	descendre	père	peindre	plat	résolution	schah	nouveau	porter	reconnaissance	saintré	toujours	infâme	village	ainsi	présent	découvrir	répéter	ignorer	composer	autel	perdre	portail	sembler	mourir	figure	peine
41	autant	bonheur	mal	monde	songe	grand	vaincre	rester	mépris	bon	juste	habitant	misère	entrer	prier	permettre	habit	animal	répondre	jeter	feu	travail	désirer	maréchal	nouveau	victime	sembler	vivre	moins	commencer	attendre	chaumière	ver|vers	vicaire	moins	chose	égard	anglais	vivre	air
42	ici	vie	élève	personne	répandre	campagne	milieu	cacher	mépriser	animal	donner	sommet	nom	cœur	recevoir	adorer	salle	vieux	proposer	sauver	époux	exemple	seul	présenter	porter	fer	ruisseau	fouetter	foi|fois	autant	épouser	perdre	titre	ordre	accabler	galant	sultane	royaume	agréable	beaucoup
43	malheureux	tendre	beaucoup	regarder	là	bon	vainqueur	bientôt	vrai	existence	inca	partie	considérable	prononcer	laisser	nom	robe	comment	moment	compagnon	devenir	sujet	tendresse	amour	guérir	infortuné	champ	soir	temps	grand	assurer	pauvre	nouveau	ingénu	œil	mieux	ignorer	juif	tête	rire
44	alors	année	autant	aimable	lumière	parent|parents	garde	moment	assez	contraire	joie	lieue	cent	jamais	ordre	bonté	forme	hôte|hôtesse	recevoir	petit	tant	toujours	chercher	tant	force	innocent	prairie	duclos	assurer	surprendre	femme	bonheur	entendre	cérémonie	souffrir	bientôt	vrai	seigneur	croire	passer
45	exiger	joie	connaître	fort	faible	assez	roi	soir	pardonner	penser	rang	loin	procurer	encore	temps	haut	superbe	mieux	motif	aborder	moins	seul	livrer	air	malheur	commettre	entendre	chier	soir	perdre	égard	retirer	personnage	abbaye	moment	beaucoup	chercher	honneur	manière	beau
46	réussir	soin	tenir	beaucoup	étendre	esprit	couvrir	là	secret	partie	faveur	vent	offrir	apercevoir	coucher	justice	manière	enfant	paraître	conduire	goûter	bonheur	imagination	reconnaître	malheureux	arracher	voix	derrière	chose	suivre	mère	rester	héro|héros	appeler	pitié	lecteur	vanité	toujours	aimer	tête
47	jour	porter	devenir	jour	vue	quelquefois	battre	sommeil	rougir	préjugé	puissant	immense	ressource	presser	jeune	toujours	parure	messieurs	parler	recevoir	cruel	famille	long	délier	cruel	paraître	milieu	décharge	connaître	coup	hâter	quitter	ancien	évêque	déchirer	maître|maîtresse	plaire	livre	mieux	fâcher
48	tenir	digne	usage	prier	doux	maison	valeur	tomber	tort	pourquoi	présent	ville	rente	serrer	paraître	autorité	porter	jouer	espérer	général	craindre	révolution	devenir	vicomte	craindre	condamner	chant	tenir	combien	continuer	instruire	retrouver	rôle	gardien	quitter	tenir	mieux	passer	voir	plaindre
49	désir	naissance	naturel	laisser	nature	souvent	place	femme	tant	sentir	beau	route	passer	quitter	dame	sacré	salon	côté	oser	entrer	tenir	naître	rappeler	ogier	soutenir	désespoir	champêtre	encore	matin	recevoir	amitié	femme	mot	office	amour	suite	doute	jour	talent	pourtant
