al	dhtr-id	source	obvil-id	author-short	author gender	author-birth	author-death	author-name	author-gender	title-short	title-full	year-ref	year-creation	genre	available-print	editor	(all)available-digital	(all)available-google 	format	url Gallica	Full text	double-keying	for ocr model	Jiangsu	Teilkorpus description double	Teilkorpus Pilot	TEI-XML vorhanden?	protagonists	narration	setting-place	Bibliographie-ID	Form (tei-Header)	Wikidata-ID (tei-Header)	Viaf-ID (tei-Header)	
Merard_Bergeries	Merard_Bergeries	obvil-romans	6496123.xml	Mérard de Saint-Just		1765	1830	Anne-Jeanne-Félicité Mérard de Saint-Just	female	roman	Bergeries et opuscules de Mlle d'Ormoy l'aînée	1784		roman	---				txt	https://gallica.bnf.fr/ark:/12148/bpt6k6496123v		1		batch4			ja				84.43	dialogue novel	Q42529211	12299693	
Mercier_An	Mercier_An	liste2016	---	Mercier		1740	1814	Louis-Sébastien Mercier 	male	An2440	L’An deux mille quatre cent quarante, rêve s'il en fut jamais	1771	1771	roman	sehr viele reprints auf amazon		wikisource! ansonsten bester Scan: https://catalog.hathitrust.org/Record/001363347		epub	Bei Wikisource nur Ausgabe von 1774, bei dem anderen Link lediglich PDF und dafür Zugangsdaten nötig	EPUB https://fr.wikisource.org/wiki/L%E2%80%99An_deux_mille_quatre_cent_quarante (alle seiten korrigiert und über 120 seiten validiert)	0			ja	ja	ja				71.36	autodiegetic	Q709670	36921956	
Mercier_Homme	Mercier_Homme	liste2016	---	Mercier		1740	1814	Louis-Sébastien Mercier 	male	HommeSauvage	HommeSauvage	1767	1767		---		Gutenberg		txt	Gutenberg		0									67.42	mixed	Q709670	36921956	
Mercier_Jezzenemours	Mercier_Jezzenemours	liste2016	---	Mercier		1740	1814	Louis-Sébastien Mercier 	male	Jezzenemours	Jezzenemours	1776	1776		Jezennemours Jezenne-mours? Jetzt: Histoire d'une jeune Luthérienne					kann nicht sagen, ob diese Ausgabe beide Teile v. Jezennemours umfasst: https://gallica.bnf.fr/ark:/12148/bpt6k57277173		0										?	Q709670	36921956	
Mercier_Songes	Mercier_Songes	obvil-romans	6365859.xml	Mercier		1740	1814	Louis-Sébastien Mercier 	male	roman	Songes philosophiques	1768		roman	---		gallica schlechter scan, keine anderen gefunden			https://gallica.bnf.fr/ark:/12148/bpt6k818153		0									68.42	autodiegetic	Q709670	36921956	
Mercier_Zambeddin	Mercier_Zambeddin	obvil-romans	5824844.xml	Mercier		1740	1814	Louis-Sébastien Mercier 	male	roman	Zambeddin, histoire orientale	1768		roman	----				txt	https://gallica.bnf.fr/ark:/12148/bpt6k5824844n		0									68.43	heterodiegetic	Q709670	36921956	
Meynières_Melanges	Meynieres_Melanges1	obvil-romans	6359803.xml	Meynières		1719	1805	Octavie du Rey de Meynières	female	roman	Melanges de litterature angloise — Partie 1	1759		roman	---		s. Gallica		txt	https://gallica.bnf.fr/ark:/12148/bpt6k63598033		0									59.16	heterodiegetic	Q3348883	5028883	
Meynières_Melanges	Meynieres_Melanges2	obvil-romans	6359804.xml	Meynières		1719	1805	Octavie du Rey de Meynières	female	roman	Melanges de litterature angloise — Partie 2	1759		roman	----		s. Gallica		txt	https://gallica.bnf.fr/ark:/12148/bpt6k6359804h		0									59.16	heterodiegetic	Q3348883	5028883	
Mirabeau_Conversion	Mirabeau_Conversion	liste2016	---	Mirabeau		1749	1791	Honoré-Gabriel Riqueti de Mirabeau	male	Conversion	Ma Conversion ou le Libertin de qualité	1783	1783	roman	1	Enfer(KS)					EPUB: http://www.bouquineux.com/?telecharger=846&Mirabeau-Ma_conversion https://fr.wikisource.org/wiki/Le_Libertin_de_qualit%C3%A9,_ou_Ma_Conversion gutenberg.org 	0		--	ja		ja				83.40	autodiegetic	Q218747	92203246	
Mirabeau_Erotika	Mirabeau_Erotika	liste2016	---	Mirabeau		1749	1791	Honoré-Gabriel Riqueti de Mirabeau	male	Erotika	Erotika Biblion	1867	1783	roman	1	Enfer(KS)	gutenberg		txt	https://gallica.bnf.fr/ark:/12148/bpt6k58314184	gutenberg.org	0										heterodiegetic	Q218747	92203246	
Mirabeau_Rideau	Mirabeau_Rideau	liste2016	---	Mirabeau		1749	1791	Honoré-Gabriel Riqueti de Mirabeau	male	RideauLevé	Le Rideau levé ou l'éducation de Laure		1786	roman	1 unter Vorbehalt: 978-1511866583	Enfer(KS)	gutenberg, oder nicht validiert auf https://fr.wikisource.org/wiki/Le_Rideau_lev%C3%A9_ou_l%E2%80%99%C3%A9ducation_de_Laure				gutenberg.org	0									86.51	autodiegetic	Q218747	92203246	
Montdorge_Nadir	Montdorge_Nadir	obvil-romans	5610544.xml	Montdorge		1701	1768	Antoine Gautier de Montdorge	male	roman	Nadir, histoire orientale, roman moral et politique applicable aux moeurs du jour. [Par Gautier de Montdorge.]	1769		roman	---	0	0		txt	https://gallica.bnf.fr/ark:/12148/bpt6k5610544m		0									69.36	heterodiegetic	Q2853979	61556096	
Montesquieu_Arsace	Montesquieu_Arsace	liste2016	---	Montesquieu		1689	1755	Baron de Montesquieu	male	ArsaceIsménie	Arsace et Isménie	1783	1783		---		wikisource				https://fr.wikisource.org/wiki/Arsace_et_Ism%C3%A9nie	0									83.42	heterodiegetic	Q15975	27069096	
Morande_Vie	Morande_Vie	obvil-romans	5628826.xml	Morande		1741	1805	Charles Théveneau de Morande	male	roman	Vie privée ou Apologie de très sérénissime Monseigneur le duc de Chartres, contre un libel diffamatoire écrit en mil sept cent quatre-vingt-un, mais qui n'a point parut à cause des menaces que nous avons faites à l'auteur de le déceler	1784		roman	---				txt	https://gallica.bnf.fr/ark:/12148/bpt6k5628826g	immer noch nicht gut, aber besser als gedacht: https://archive.org/details/viepriveouapol00londuoft	0									84.63	heterodiegetic	Q2960336	14793516	
Morellet_Préface	Morellet_Preface	obvil-romans	5819778.xml	Morellet		1727	1819	Étienne-Gabriel Morelly	male	roman	Préface de la Comédie des Philosophes. On la vend séparément	1760		roman	---		s. Gallica			https://gallica.bnf.fr/ark:/12148/bpt6k71018q oder https://gallica.bnf.fr/ark:/12148/bpt6k83782f		0									60.27	heterodiegetic	Q178653	120700230	
Morelly_Code	Morelly_Code	liste2016	---	Morelly		1717	1782	Étienne-Gabriel Morelly	male	Code	Code de la nature	1755	1755	??	---		https://catalog.hathitrust.org/Record/001916434		txt	https://gallica.bnf.fr/ark:/12148/bpt6k9622405w	Mit Anmerkungen eines Autors https://fr.wikisource.org/wiki/Code_de_la_Nature	0		notanovel		ja							Q289139	120700248	
Morelly_Naufrage	Morelly_Naufrage1	liste2016	---	Morelly		1717	1782	Étienne-Gabriel Morelly	male	Naufrage	NaufrageIlesFlottantes	1753	1753		---		Gallica, https://catalog.hathitrust.org/Record/008676615, https://catalog.hathitrust.org/Record/001014891		epub	https://gallica.bnf.fr/ark:/12148/bpt6k15151669	Tome 1 https://static1.lecteurs.com/files/ebooks/feedbooks/4320.pdf	1		batch1			ja				53.26	heterodiegetic	Q289139	120700248	
Morelly_Naufrage	Morelly_Naufrage2	liste2016	---	Morelly		1717	1782	Étienne-Gabriel Morelly	male	Naufrage	NaufrageIlesFlottantes	1753	1753		---		Gallica, https://catalog.hathitrust.org/Record/008676615, https://catalog.hathitrust.org/Record/001014891		epub	https://gallica.bnf.fr/ark:/12148/bpt6k15151684	Tome 1 https://static1.lecteurs.com/files/ebooks/feedbooks/4320.pdf	1		batch3			ja				53.26	heterodiegetic	Q289139	120700248	
Nerciat_Aphrodites	Nerciat_Aphrodites	liste2016	---	Nerciat		1738	1800	Robert-André Andréa de Nerciat	male	Aphrodites	Les Aphrodites	1764	1764	roman			s. archive.org			https://gallica.bnf.fr/ark:/12148/btv1b86134004	https://archive.org/details/lesaphroditesouf00nerc	1		batch2			ja				93.16	dialogue novel	Q718081	66471678	
Nerciat_Doctorat	Nerciat_Doctorat	liste2016	---	Nerciat		1738	1800	Robert-André Andréa de Nerciat	male	Doctorat	Le Doctorat impromptu	1788	1788	roman	1 unter Vorbehalt: 978-1530293506				txt	https://gallica.bnf.fr/ark:/12148/bpt6k5831532r	https://beq.ebooksgratuits.com/libertinage/Nerciat_Le_doctorat_impromptu.pdf	0									88.94	autodiegetic	Q718081	66471678	
Nerciat_Felicia	Nerciat_Felicia	liste2016	---	Nerciat		1738	1800	Robert-André Andréa de Nerciat	male	Félicia	Félicia ou mes Fredaines	1775	1775	roman	1 mit 2 anderen Titeln (Le superflu du régime ; Le manchot): https://www.amazon.de/F%C3%A9licia-fredaines-superflu-r%C3%A9gime-manchot/dp/2351840569				txt	https://gallica.bnf.fr/ark:/12148/bpt6k56752545	EPUB: https://fr.wikisource.org/wiki/F%C3%A9licia	0			ja		ja				75.37	autodiegetic	Q718081	66471678	
Nerciat_Monrose	--	liste2016	---	Nerciat		1738	1800	Robert-André Andréa de Nerciat	male	Monrose	Monrose, ou Le Libertin par fatalité	1792	1792	roman						s. folgende Links: 		0									92.34		Q718081	66471678	
Nerciat_Monrose	Nerciat_Monrose1	obvil-romans	5667488.xml	Nerciat		1738	1800	Robert-André Andréa de Nerciat	male	roman	Monrose, ou Le libertin par fatalité — Partie 1	1792		roman	1				txt	https://gallica.bnf.fr/ark:/12148/bpt6k56674880		0									92.34	autodiegetic	Q718081	66471678	
Nerciat_Monrose	Nerciat_Monrose2	obvil-romans	5671243.xml	Nerciat		1738	1800	Robert-André Andréa de Nerciat	male	roman	Monrose, ou Le libertin par fatalité — Partie 2	1792		roman	1				txt	https://gallica.bnf.fr/ark:/12148/bpt6k56712434		0									92.34	autodiegetic	Q718081	66471678	
Nerciat_Monrose	Nerciat_Monrose3	obvil-romans	5849699.xml	Nerciat		1738	1800	Robert-André Andréa de Nerciat	male	roman	Monrose, ou Le libertin par fatalité — Partie 3	1792		roman	1				txt	https://gallica.bnf.fr/ark:/12148/bpt6k58496991		0									92.34	autodiegetic	Q718081	66471678	
Nerciat_Monrose	Nerciat_Monrose4	obvil-romans	5851956.xml	Nerciat		1738	1800	Robert-André Andréa de Nerciat	male	roman	Monrose, ou Le libertin par fatalité — Partie 4	1792		roman	1 unter Vorbehalt: 978-1495426148				txt	https://gallica.bnf.fr/ark:/12148/bpt6k58519563		0									92.34	autodiegetic	Q718081	66471678	
Nerciat_Noviciat	Nerciat_Noviciat	liste2016	---	Nerciat		1738	1800	Robert-André Andréa de Nerciat	male	Lolotte	Mon noviciat, ou Les Joies de Lolotte	1792	1792	roman	1				txt	als TEil einer Gesamtausgabe: https://gallica.bnf.fr/ark:/12148/bpt6k206759b	frei, aber mit Anmeldung: https://ebookcentral.proquest.com/lib/gbv/detail.action?docID=2086559	0									92.33	autodiegetic	Q718081	66471678	
Pezzl_Faustin	Pezzl_Faustin	obvil-romans	5471537.xml	Pezzl		1756	1823	Johann Pezzl	male	roman	Faustin, ou Le siècle philosophique	1784		roman	---		https://hdl.handle.net/2027/nnc1.cu53308956		txt	https://gallica.bnf.fr/ark:/12148/bpt6k5471537z		0									84.94	heterodiegetic	Q1695833	286882805	
Popeliniere_Daira	Popeliniere_Daira1	obvil-romans	6346004.xml	La Popelinière		1693	1762	Alexandre Jean Joseph Le Riche de La Popelinière	male	roman	Daïra. Histoire orientale — Tome 1	1761		roman	unter Vorbehalt https://www.amazon.de/Daira-Histoire-Orientale-Parties-Premier/dp/1375198122/		s. Gallica		txt	https://gallica.bnf.fr/ark:/12148/bpt6k1056860f		1		batch2			ja				60.21	autodiegetic	Q2720200	64023544	
Popeliniere_Daira	Popeliniere_Daira2	obvil-romans	6347529.xml	La Popelinière		1693	1762	Alexandre Jean Joseph Le Riche de La Popelinière	male	roman	Daïra. Histoire orientale — Tome 2	1761		roman	unter Vorbehalt https://www.amazon.de/Daira-Histoire-Orientale-Parties-Premier/dp/1375198122/		s. Gallica		txt	https://gallica.bnf.fr/ark:/12148/bpt6k6347529d		1		batch2			ja				60.21	autodiegetic	Q2720200	64023544	
Puget_Periphas	Puget_Periphas1	obvil-romans	6544317.xml	Puget de Saint-Pierre		N/A	N/A	Puget de Saint-Pierre	male	roman	Les aventures de Periphas, descendant de Cécrops — Partie 1	1761		roman	---		gallica und dieser scan beide nicht so gut https://catalog.hathitrust.org/Record/008674833		txt	https://gallica.bnf.fr/ark:/12148/bpt6k821789		1		batch2			ja				61.17	heterodiegetic		14780050	
Puget_Periphas	Puget_Periphas2	obvil-romans	6544318.xml	Puget de Saint-Pierre		N/A	N/A	Puget de Saint-Pierre	male	roman	Les aventures de Periphas, descendant de Cécrops — Partie 2	1761		roman	---		s. Gallica		txt	https://gallica.bnf.fr/ark:/12148/bpt6k82179n		1		batch2			ja				61.17	heterodiegetic		14780050	
Rétif_AntiJustine	Retif_AntiJustine	liste2016	---	Rétif		1734	1806	Nicolas-Edme Rétif de la Bretonne	male	AntiJustine	L'Anti-Justine	1798	1798		unter Vorbehalt: 978-1508729839					https://gallica.bnf.fr/ark:/12148/bpt6k15128372	gutenberg.org	0				ja	ja				98.84	autodiegetic	Q732729	29539705	
Rétif_Découverte	Retif_Decouverte	liste2016	---	Rétif		1734	1806	Nicolas-Edme Rétif de la Bretonne	male	Découverte	La Découverte australe par un homme volant	1781	1781		1	Bouquins(KS)	https://catalog.hathitrust.org/Record/001014898			tome 1-2: https://gallica.bnf.fr/ark:/12148/bpt6k101918m tome 3-4:https://gallica.bnf.fr/ark:/12148/bpt6k1019190	nicht vorhanden	0			ja						81.29	mixed	Q732729	29539705	
Rétif_Famille	Retif_Famille	liste2016	---	Rétif		1734	1806	Nicolas-Edme Rétif de la Bretonne	male	Famille	La Famille vertueuse	1767	1767		---		leider keine guten scans gefunden: Galllica			PT 1: https://gallica.bnf.fr/ark:/12148/bpt6k15106296 Pt. 2: https://gallica.bnf.fr/ark:/12148/bpt6k15106318 Pt 3: https://gallica.bnf.fr/ark:/12148/bpt6k15106333 Pt 4: https://gallica.bnf.fr/ark:/12148/bpt6k1510635x	nicht vorhanden	0									67.43	epistolary	Q732729	29539705	
Rétif_Ingénue	Retif_Ingenue	liste2016	---	Rétif		1734	1806	Nicolas-Edme Rétif de la Bretonne	male	Ingénue	Ingénue Saxancour ou la femme séparée	1789	1789		unter Vorbehalt: 978-2335093742					https://gallica.bnf.fr/ark:/12148/bpt6k29941m		0									89.95	autodiegetic	Q732729	29539705	
Rétif_Nuits	--	liste2016	---	Rétif		1734	1806	Nicolas-Edme Rétif de la Bretonne	male	NuitsParis	Les Nuits de Paris ou le spectateur nocturne	1794	1788-1794		unter Vorbehalt: 978-1170550847		alle Bände: https://catalog.hathitrust.org/Record/008672100			Tome 1: https://gallica.bnf.fr/ark:/12148/bpt6k6423512k Tome 2: https://gallica.bnf.fr/ark:/12148/bpt6k6438324x Tome 3: 		0									88100		Q732729	29539705	
Rétif_Nuits	Retif_Nuits1	obvil-romans	6423512.xml	Rétif de La Bretonne		1734	1806	Nicolas-Edme Restif de la Bretonne		roman	Les nuits de Paris, ou Le spectateur nocturne — Tome 1	1788		roman	1	Folio			txt	https://gallica.bnf.fr/ark:/12148/bpt6k6423512k		0									88100	autodiegetic	Q732729	29539705	
Rétif_Nuits	Retif_Nuits2	obvil-romans	6438324.xml	Rétif de La Bretonne		1734	1806	Nicolas-Edme Restif de la Bretonne		roman	Les nuits de Paris, ou Le spectateur nocturne — Tome 2	1788		roman	1	Folio			txt	https://gallica.bnf.fr/ark:/12148/bpt6k6438324x		0									88100	autodiegetic	Q732729	29539705	
Rétif_Nuits	Retif_Nuits3	obvil-romans	6429203.xml	Rétif de La Bretonne		1734	1806	Nicolas-Edme Restif de la Bretonne		roman	Les nuits de Paris, ou Le spectateur nocturne — Tome 3	1788		roman	1	Folio			txt	https://gallica.bnf.fr/ark:/12148/bpt6k6429203f		0									88100	autodiegetic	Q732729	29539705	
Rétif_Nuits	Retif_Nuits4	obvil-romans	6456153.xml	Rétif de La Bretonne		1734	1806	Nicolas-Edme Restif de la Bretonne		roman	Les nuits de Paris, ou Le spectateur nocturne — Tome 4	1788		roman	1	Folio			txt	https://gallica.bnf.fr/ark:/12148/bpt6k6456153w		0									88100	autodiegetic	Q732729	29539705	
Rétif_Nuits	Retif_Nuits5	obvil-romans	6438828.xml	Rétif de La Bretonne		1734	1806	Nicolas-Edme Restif de la Bretonne		roman	Les nuits de Paris, ou Le spectateur nocturne — Tome 5	1788		roman	1	Folio			txt	https://gallica.bnf.fr/ark:/12148/bpt6k64388289		0									88100	autodiegetic	Q732729	29539705	
Rétif_Nuits	Retif_Nuits6	obvil-romans	6583615.xml	Rétif de La Bretonne		1734	1806	Nicolas-Edme Restif de la Bretonne		roman	Les nuits de Paris, ou Le spectateur nocturne — Tome 6	1788		roman	1	Folio			txt	https://gallica.bnf.fr/ark:/12148/bpt6k65836152		0									88100	autodiegetic	Q732729	29539705	
Rétif_Nuits	Retif_Nuits7	obvil-romans	6541930.xml	Rétif de La Bretonne		1734	1806	Nicolas-Edme Restif de la Bretonne		roman	Les nuits de Paris, ou Le spectateur nocturne — Tome 7	1788		roman	1	Folio			txt	https://gallica.bnf.fr/ark:/12148/bpt6k65419302		0									88100	autodiegetic	Q732729	29539705	
Rétif_Nuits	Retif_Nuits8	obvil-romans	6458639.xml	Rétif de La Bretonne		1734	1806	Nicolas-Edme Restif de la Bretonne		roman	Les nuits de Paris, ou Le spectateur nocturne — Tome 8	1788		roman	1	Folio			txt	https://gallica.bnf.fr/ark:/12148/bpt6k6458639z		0									88100	autodiegetic	Q732729	29539705	
Rétif_Nuits	Retif_Nuits9	obvil-romans	6438633.xml	Rétif de La Bretonne		1734	1806	Nicolas-Edme Restif de la Bretonne		roman	Les nuits de Paris, ou Le spectateur nocturne — Tome 9	1788		roman	1	Folio			txt	https://gallica.bnf.fr/ark:/12148/bpt6k6438633x		0									88100	autodiegetic	Q732729	29539705	
Rétif_Nuits	Retif_Nuits10	obvil-romans	6541425.xml	Rétif de La Bretonne		1734	1806	Nicolas-Edme Restif de la Bretonne		roman	Les nuits de Paris, ou Le spectateur nocturne — Tome 10	1788		roman	1	Folio			txt	https://gallica.bnf.fr/ark:/12148/bpt6k65414251		0									88100	autodiegetic	Q732729	29539705	
Rétif_Nuits	Retif_Nuits11	obvil-romans	6454719.xml	Rétif de La Bretonne		1734	1806	Nicolas-Edme Restif de la Bretonne		roman	Les nuits de Paris, ou Le spectateur nocturne — Tome 11	1788		roman	1	Folio			txt	https://gallica.bnf.fr/ark:/12148/bpt6k64547199		0									88100	autodiegetic	Q732729	29539705	
Rétif_Nuits	Retif_Nuits12	obvil-romans	6429202.xml	Rétif de La Bretonne		1734	1806	Nicolas-Edme Restif de la Bretonne		roman	Les nuits de Paris, ou Le spectateur nocturne — Tome 12	1788		roman	1	Folio			txt	https://gallica.bnf.fr/ark:/12148/bpt6k64292021		0									88100	autodiegetic	Q732729	29539705	
Rétif_Nuits	Retif_Nuits13	obvil-romans	6541282.xml	Rétif de La Bretonne		1734	1806	Nicolas-Edme Restif de la Bretonne		roman	Les nuits de Paris, ou Le spectateur nocturne — Tome 13	1788		roman	1	Folio			txt	https://gallica.bnf.fr/ark:/12148/bpt6k6541282c		0									88100	autodiegetic	Q732729	29539705	
Rétif_Nuits	Retif_Nuits14	obvil-romans	6577327.xml	Rétif de La Bretonne		1734	1806	Nicolas-Edme Restif de la Bretonne		roman	Les nuits de Paris, ou Le spectateur nocturne — Partie 14	1788		roman	1	Folio			txt	https://gallica.bnf.fr/ark:/12148/bpt6k65773276		0									88100	autodiegetic	Q732729	29539705	
Rétif_Nuits	Retif_Nuits15	obvil-romans	6541892.xml	Rétif de La Bretonne		1734	1806	Nicolas-Edme Restif de la Bretonne		roman	Les nuits de Paris, ou Le spectateur nocturne — Tome 15	1788		roman	1	Folio	alle Bände: https://catalog.hathitrust.org/Record/008672100		txt	https://gallica.bnf.fr/ark:/12148/bpt6k6541892t		0									88100	autodiegetic	Q732729	29539705	
Rétif_Nuits	Retif_Nuits16	obvil-romans	6435794.xml	Rétif de La Bretonne		1734	1806	Nicolas-Edme Restif de la Bretonne		roman	Les nuits de Paris, ou Le spectateur nocturne — Tome 16	1788		roman	1	Folio			txt	https://gallica.bnf.fr/ark:/12148/bpt6k64357941		0									88100	autodiegetic	Q732729	29539705	
Rétif_Paysan	Retif_Paysan	liste2016	---	Rétif		1734	1806	Nicolas-Edme Rétif de la Bretonne	male	Paysan	Le Paysan perverti ou les Dangers de la ville	1775	1775/1782							Tome1 :https://gallica.bnf.fr/ark:/12148/bpt6k15135736 Tome 2: https://gallica.bnf.fr/ark:/12148/bpt6k15134496 Tome 3: https://gallica.bnf.fr/ark:/12148/bpt6k15133619 Tome 4: https://gallica.bnf.fr/ark:/12148/bpt6k15134518	nicht vorhanden	0			ja						76.44	autodiegetic	Q732729	29539705	
Rétif_Paysanne	Retif_Paysanne	liste2016	---	Rétif		1734	1806	Nicolas-Edme Rétif de la Bretonne	male	Paysanne	La Paysanne pervertie	1784	1784		unter Vorbehalt: 978-1986895439 evtl. noch Tome 1: 9781445294018 und Tome 2: 9781445282862					gleiche Links wie Le Paysan perverti; tome 1: https://gallica.bnf.fr/ark:/12148/bpt6k15135736 Tome 2: https://gallica.bnf.fr/ark:/12148/bpt6k15134496 Tome 3: https://gallica.bnf.fr/ark:/12148/bpt6k15133619 Tome 4: https://gallica.bnf.fr/ark:/12148/bpt6k15134518	EPUB: https://www.ebooksgratuits.com/details.php?book=959	0				ja	ja				84.58	epistolary	Q732729	29539705	
Rétif_Pornographe	Retif_Pornographe	liste2016	---	Rétif		1734	1806	Nicolas-Edme Rétif de la Bretonne	male	Pornographe	Le Pornographe	1769	1769		---					https://gallica.bnf.fr/ark:/12148/bpt6k1057546f	nicht vorhanden	0									69.53	autodiegetic	Q732729	29539705	
Reveroni_Pauliska	Reveroni_Pauliska1	liste2016	---	Révéroni		1767	1829	Révéroni Saint-Cyr	male	Pauliska	Pauliska ou la Perversité moderne, Tome 1	1798	1798	roman	1 978-2904227608	Dejonquères				tome 1: https://gallica.bnf.fr/ark:/12148/bpt6k313702k 	EPUB: https://fr.wikisource.org/wiki/Pauliska,_ou_la_Perversit%C3%A9_moderne	0			ja		ja (Pauliska_ scheint beide Teile zu enthalten)				98.85	autodiegetic	Q3157878	4935754	
Reveroni_Pauliska	Reveroni_Pauliska2	liste2016	---	Révéroni		1767	1829	Révéroni Saint-Cyr	male	Pauliska	Pauliska ou la Perversité moderne, Tome 2	1798	1798	roman	1 978-2904227608	Dejonquères				tome 2: https://gallica.bnf.fr/ark:/12148/bpt6k313704b	EPUB: https://fr.wikisource.org/wiki/Pauliska,_ou_la_Perversit%C3%A9_moderne	0			ja		ja (Pauliska_ scheint beide Teile zu enthalten)				98.85	autodiegetic	Q3157878	4935754	
Révéroni_Sabina	Reveroni_Sabina	liste2016	---	Révéroni		1767	1829	Révéroni Saint-Cyr	male	SabinaHerfeld	Sabina d’Herfeld, ou les Dangers de l’imagination	1797/98	1797/98							http://www.sudoc.fr/064224724		0									97.59	epistolary	Q3157878	4935754	
Riccoboni_Christine	Riccoboni_Christine	liste2016	---	Riccoboni		1713	1792	Marie-Jeanne Riccoboni	female	Christine	Histoire de Christine, reine de Suède	1780	1780		---					kann diesen Titel nur unter Révéroni Saint-Cyr als Drama finden: https://gallica.bnf.fr/ark:/12148/bpt6k5772231g ansonsten hat Riccoboni noch eine christine, reine de suabe geschrieben. Ist dieses veilleicht gemeint?		0									83.49	dialogue novel?	Q3087936	41845684	
Riccoboni_Ernestine	Riccoboni_Ernestine	liste2016	---	Riccoboni		1713	1792	Marie-Jeanne Riccoboni	female	Ernestine	L'Histoire d'Ernestine			roman					txt	https://gallica.bnf.fr/ark:/12148/bpt6k58577212		0									65.4		Q3087936	41845684	
Riccoboni_LettresÉlisabeth	Riccoboni_LettresElisabeth1	obvil-romans	5742855.xml	Riccoboni		1713	1792	Marie-Jeanne Riccoboni	female	roman	Lettres d'Élisabeth-Sophie de Vallière à Louise Hortense de Canteleu, son amie, par Mme Riccoboni — Partie 1	1772		roman			schlecht: https://catalog.hathitrust.org/Record/001800535		txt	https://gallica.bnf.fr/ark:/12148/bpt6k57428554		0										epistolary	Q3087936	41845684	
Riccoboni_LettresÉlisabeth	Riccoboni_LettresElisabeth2	obvil-romans	5781024.xml	Riccoboni		1713	1792	Marie-Jeanne Riccoboni	female	roman	Lettres d'Élisabeth-Sophie de Vallière à Louise Hortense de Canteleu, son amie, par Mme Riccoboni — Partie 2	1772		roman			schlecht: https://catalog.hathitrust.org/Record/001800535		txt	https://gallica.bnf.fr/ark:/12148/bpt6k5781024m		0										epistolary	Q3087936	41845684	
Riccoboni_LettresFanni	Riccoboni_LettresFanni	liste2016	---	Riccoboni		1713	1792	Marie-Jeanne Riccoboni	female	FanniButlerd	Lettres de Mistriss Fanni Butlerd			roman	1	Bouquins(KS)	?		txt	https://gallica.bnf.fr/ark:/12148/bpt6k6553653x		0									57.12	epistolary	Q3087936	41845684	
Riccoboni_MissJenny	Riccoboni_MissJenny	liste2016	---	Riccoboni		1713	1792	Marie-Jeanne Riccoboni	female	MissJenny	Histoire de Miss Jenny	1764	1764	roman	unter Vorbehalt: 978-2-911571-55-8		https://catalog.hathitrust.org/Record/011822001			http://www.sudoc.fr/194690482		0									64.39	autodiegetic	Q3087936	41845684	
Riccoboni_MylordRivers	Riccoboni_MylordRivers	liste2016	---	Riccoboni		1713	1792	Marie-Jeanne Riccoboni	female	MylordRivers	Lettres de Mylord Rivers à Sir Charles Cardigan	1776	1776		"erschien 1992 in der ZS ""Textes littéraires français"",418 https://www.droz.org/france/fr/1181-9782600026833.html"						als teil der Ouevres completes:Tome 12: https://hdl.handle.net/2027/mdp.39015020050111	0										epistolary	Q3087936	41845684	
Rosny_Firmin	Rosny_Firmin	?	?	Rosny		1771	1814	Joseph Rosny	male	Firmin	Firmin ou le Jouet de la fortune	1798	1798	roman						https://gallica.bnf.fr/ark:/12148/bpt6k74658b.r=Firmin%20ou%20le%20Jouet%20de%20la%20fortune?rk=42918;4	Wikisource: fr.wikisource.org/wiki/Firmin_ou_le_Jouet_de_la_fortune	0					ja					autodiegetic	Q52149410	5028250	
Rousseau_Emile	Rousseau_Emile1	liste2016	---	Rousseau		1712	1778	Jean-Jacques Rousseau	male	Emile	Émile, Tome 1	1762	1762				RousseauOnline		epub (Seafile-Text), pdf	tome 1 : rousseauonline	EPUB: https://www.rousseauonline.ch/tdm.php	0					ja				62.33	autodiegetic	Q6527	100184045	
Rousseau_Emile	Rousseau_Emile2	liste2016	---	Rousseau		1712	1778	Jean-Jacques Rousseau	male	Emile	Émile, Tome 2	1762	1762				RousseauOnline		epub (Seafile-Text), pdf	tome 2 : rousseauonline	EPUB: https://www.rousseauonline.ch/tdm.php	0					ja				62.33	autodiegetic	Q6527	100184045	
Rousseau_Julie	Rousseau_Julie1	liste2016	---	Rousseau		1712	1778	Jean-Jacques Rousseau	male	Julie	Julie ou la Nouvelle Héloïse, Tome 1	1761	1761	roman	https://www.amazon.de/Julie-nouvelle-Héloïse-Garnier-Flammarion/dp/2080701487		https://catalog.hathitrust.org/Record/100746797		txt	https://gallica.bnf.fr/ark:/12148/bpt6k61161087 	EPUB: https://www.rousseauonline.ch/tdm.php https://www.ecole-alsacienne.org/CDI/pdf/1301/130128_ROU.pdf 	0			ja	ja	ja				62.R40	epistolary	Q6527	100184045	
