al	dhtr-id	source	obvil-id	author-short	author gender	author-birth	author-death	author-name	author-gender	title-short	title-full	year-ref	year-creation	genre	available-print	editor	(all)available-digital	(all)available-google 	format	url Gallica	Full text	double-keying	for ocr model	Jiangsu	Teilkorpus description double	Teilkorpus Pilot	TEI-XML vorhanden?	protagonists	narration	setting-place	Bibliographie-ID	Form (tei-Header)	Wikidata-ID (tei-Header)	Viaf-ID (tei-Header)	
Genlis_Chevaliers 	Genlis_Chevaliers3	liste2016	---	Genlis		1746	1830	Stéphanie Félicité Ducrest de Saint-Aubin de Genlis	female	Chevaliers	Les Chevaliers du cygne, Tome 3	1795	1795				3Bde: https://catalog.hathitrust.org/Record/100645920		txt	tome 3: https://gallica.bnf.fr/ark:/12148/bpt6k6124457d		0									95.20	heterodiegetic	Q55037230	71391471	
Genlis_Mademoiselle	Genlis_Mademoiselle	liste2016	---	Genlis		1746	1830	Stéphanie Félicité Ducrest de Saint-Aubin de Genlis	female	Clermont	Mademoiselle de Clermont					Bouquins(KS)	https://hdl.handle.net/2027/wu.89099438053		txt	https://gallica.bnf.fr/ark:/12148/bpt6k55086171		0										heterodiegetic	Q55037230	71391471	
Genlis_Veillées	Genlis_Veillees1	obvil-romans	6272524.xml	Genlis		1746	1830	Stéphanie Félicité Ducrest de Saint-Aubin de Genlis	female	roman	Les veillées du château, ou Cours de morale à l'usage des enfants — Tome 1	1784		roman	---		evt neuere Ed. mit allen Bänden? :https://gallica.bnf.fr/ark:/12148/bpt6k6570656s Tome 1: https://gallica.bnf.fr/ark:/12148/bpt6k6272524c		txt			0										heterodiegetic	Q55037230	71391471	
Genlis_Veillées	Genlis_Veillees2	obvil-romans	6260781.xml	Genlis		1746	1830	Stéphanie Félicité Ducrest de Saint-Aubin de Genlis	female	roman	Les veillées du château, ou Cours de morale à l'usage des enfants — Tome 2	1784		roman	---	0			txt	https://gallica.bnf.fr/ark:/12148/bpt6k62752211		0										heterodiegetic	Q55037230	71391471	
Genlis_Veillées	Genlis_Veillees3	obvil-romans	6275221.xml	Genlis		1746	1830	Stéphanie Félicité Ducrest de Saint-Aubin de Genlis	female	roman	Les veillées du château, ou Cours de morale à l'usage des enfants — Tome 3	1784		roman	---				txt	https://gallica.bnf.fr/ark:/12148/bpt6k62607816		0										heterodiegetic	Q55037230	71391471	
Gérard_Comte	Gérard_Comte	liste2016	---	Gérard		1737	1813	Philippe Louis Gérard	male	Valmont	Le Comte de Valmont ou Les Egarements de la raison, lettres recueillies et publiées	1774	1774				6 Bde: https://catalog.hathitrust.org/Record/100746781			Bd1: https://gallica.bnf.fr/ark:/12148/bpt6k1056834z Bd 2: https://gallica.bnf.fr/ark:/12148/bpt6k1056836s Bd 3: https://gallica.bnf.fr/ark:/12148/bpt6k1056836s	dies scheint ein scan zu sein mit la theorie du bonheur mit mittelmäßig gutem OCR 	0									74.15	autodiegetic	Q60151324	64038625	
Gilbert_Familles	Gilbert_Familles1	obvil-romans	6536981.xml	Gilbert		1750	1780	Nicolas Joseph Laurent Gilbert	male	roman	Les Familles de Darius et d'Hidarne, ou Statira et Amestris — Tome 1	1770		roman	---		gallica oder: https://archive.org/details/bub_gb_kOXIu44d1pcC		txt	https://gallica.bnf.fr/ark:/12148/bpt6k6536981n		0									70.47	heterodiegetic	Q1393327	64034470	
Gilbert_Familles	Gilbert_Familles2	obvil-romans	6536982.xml	Gilbert		1750	1780	Nicolas Joseph Laurent Gilbert	male	roman	Les Familles de Darius et d'Hidarne, ou Statira et Amestris — Tome 2	1770		roman	---		gallica oder archive.org		txt	https://gallica.bnf.fr/ark:/12148/bpt6k65369822		0									70.47	heterodiegetic	Q1393327	64034470	
Gorjy_Voyage	Gorjy_Voyage	obvil-romans	6379146.xml	Gorjy		1753	1795	Jean-Claude Gorgy	male	roman	Nouveau voyage sentimental1	1791		roman			https://hdl.handle.net/2027/njp.32101069179255		txt	https://gallica.bnf.fr/ark:/12148/bpt6k63791460	erster Band (etwas dubiose Seite): https://www.fichierpdf.fr.fo/livrespdf/2339300517-nouveau-voyage-sentimental-cinquieme-edition-par-m-de-gorjy-tome-premier	1					ja (Voyage1)				84.27	autodiegetic	Q15407023	76441933	
Gorjy_Voyage	Gorjy_Voyage2	obvil-romans	6379146.xml	Gorjy		1753	1795	Jean-Claude Gorgy	male	roman	Nouveau voyage sentimental2	1791		roman			https://hdl.handle.net/2027/njp.32101069179255			https://gallica.bnf.fr/ark:/12148/bpt6k1065184d	erster Band (etwas dubiose Seite): https://www.fichierpdf.fr.fo/livrespdf/2339300517-nouveau-voyage-sentimental-cinquieme-edition-par-m-de-gorjy-tome-premier	0									84.27	autodiegetic	Q15407023	76441933	
Goudar_Grecs	Goudar_Grecs	obvil-romans	5535146.xml	Goudar		1708	1791	Ange Goudar	male	roman	L'histoire des grecs ou de ceux qui corrigent la fortune au jeu	1757		roman	---	0	sehr schlechter scan https://gallica.bnf.fr/ark:/12148/bpt6k5535146x besser: https://hdl.handle.net/2027/nyp.33433068180615		txt	https://gallica.bnf.fr/ark:/12148/bpt6k5535146x		0		batch3							57.6	heterodiegetic	Q2849282	90633648	
Gouges_Mémoires	Gouges_Memoires	liste2016	---	Gouges		1748	1793	Olympe de Gouges	female	Valmont	Mémoires de Madame de Valmont				1	Bouquins(KS)	keinen Eintrag gefunden außer neure Ausgabe: http://www.sudoc.fr/003554538				leider nicht gut: https://fr.wikisource.org/wiki/M%C3%A9moire_de_madame_de_Valmont	0										autodiegetic	Q206972	9846924	
Gros_Rituel	Gros_Rituel	obvil-romans	6463001.xml	Gros		1734	1783	Joseph-Marie-Anne Gros de Besplas	male	roman	Le rituel des esprits-forts, ou Le voyage d'outre-monde	1759		roman	---		s. Gallica		txt	https://gallica.bnf.fr/ark:/12148/bpt6k64630015		0		batch?							59.14	dialogue novel	Q15968087	76651761	
Hacot_Anecdotes	Hacot_Anecdotes	obvil-romans	6451706.xml	Hacot		N/A	N/A	Joseph Hacot	male	roman	Anecdotes galantes ou le Moraliste à la mode, par M. J. Haxxx [Joseph Hacot.]	1760		roman	---		s. Gallica		txt	https://gallica.bnf.fr/ark:/12148/bpt6k6451706r		0										heterodiegetic		71401150	
Jacquant_Lettres	Jacquant_Lettres			Jacquant		1721	1780	Armand-Pierre Jacquin	male	Lettres	Lettres parisiennes sur le désir d'être heureux, Partie 1	1758	1758									1		batch1			ja				58.13	epistolary	Q60842185	66557543	Fehler auf Zotero: J acquin statt Jacquin
Jacquin_Parisiennes	Jacquin_Parisiennes1	obvil-romans	5619096.xml	Jacquin		1727	1817	Armand-Pierre Jacquin	male	roman	Lettres parisiennes sur le désir d'être heureux — Tome 1,Partie 1	1758		roman	unter Vorbehalt: https://www.amazon.de/Lettres-Parisiennes-Desir-DEtre-Heureux/dp/1375137263/ref=sr_1_4?ie=UTF8&qid=1540551323&sr=8-4&keywords=Lettres+parisiennes+sur+le+d%C3%A9sir+d%27%C3%AAtre+heureux		s. Gallica		txt	https://gallica.bnf.fr/ark:/12148/bpt6k9774332p		0		batch3							58.13	epistolary	Q60842185	66557543	
Jacquin_Parisiennes	Jacquin_Parisiennes2	obvil-romans	5619495.xml	Jacquin		1727	1817	Armand-Pierre Jacquin	male	roman	Lettres parisiennes sur le désir d'être heureux — Partie 2	1758		roman	unter Vorbehalt: https://www.amazon.de/Lettres-Parisiennes-Desir-DEtre-Heureux/dp/1375137263/ref=sr_1_4?ie=UTF8&qid=1540551323&sr=8-4&keywords=Lettres+parisiennes+sur+le+d%C3%A9sir+d%27%C3%AAtre+heureux		s. Gallica		txt	https://gallica.bnf.fr/ark:/12148/bpt6k5619096d		1		batch3			ja				58.13	epistolary	Q60842185	66557543	
Kimber_Thompson	Kimber_Thompson1	obvil-romans	5622643.xml	Kimber		1719	1769	Edward Kimber	male	roman	La vie et les aventures de Joseph Thompson — Partie 1	1762		roman	---		s. Gallica		txt	https://gallica.bnf.fr/ark:/12148/bpt6k5622643f		1		batch2			ja				62.24	autodiegetic	Q16852376	39597294	
Kimber_Thompson	Kimber_Thompson2	obvil-romans	6483847.xml	Kimber		1719	1769	Edward Kimber	male	roman	La vie et les aventures de Joseph Thompson — Partie 2	1762		roman	---		schlechter Scan gallica. Keine anderen gefunden		txt	https://gallica.bnf.fr/ark:/12148/bpt6k6483847g		1		batch2			ja				62.24	autodiegetic	Q16852376	39597294	
Kimber_Thompson	Kimber_Thompson3	obvil-romans	5742404.xml	Kimber		1719	1769	Edward Kimber	male	roman	La vie et les aventures de Joseph Thompson — Partie 3	1762		roman	---		s. Gallica		txt	https://gallica.bnf.fr/ark:/12148/bpt6k5742404f		0									62.24	autodiegetic	Q16852376	39597294	
Kimber_Thompson	Kimber_Thompson4	obvil-romans	5796705.xml	Kimber		1719	1769	Edward Kimber	male	roman	La vie et les aventures de Joseph Thompson — Tome 4	1762		roman	---		s. Gallica		txt	https://gallica.bnf.fr/ark:/12148/bpt6k5796705h		0									62.24	autodiegetic	Q16852376	39597294	
Krüdener_Valérie	Krüdener_Valerie1	liste2016	---	Krüdener		1764	1824	Barbara von Krüdener	female	Valérie	Valérie, Tome 1	1803			1 unter Vorbehalt: 978-3849129200	Bouquins(KS)			txt	tome 1: https://gallica.bnf.fr/ark:/12148/bpt6k6515252n 	gutenberg.org	0											Q63784	34458797	
Krüdener_Valérie	Krüdener_Valerie2	liste2016	---	Krüdener		1764	1824	Barbara von Krüdener	female	Valérie	Valérie, Tome 2	1803			1 unter Vorbehalt: 978-3849129200	Bouquins(KS)			txt	tome 2:https://gallica.bnf.fr/ark:/12148/bpt6k65142011	gutenberg.org	0											Q63784	34458797	
Laclos_ Vicomte	Laclos_ Vicomte1	obvil-romans	5623649.xml	Choderlos de Laclos		1741	1803	Pierre Choderlos de Laclos	male	roman	Le vicomte de Barjac, ou Mémoires pour servir à l'histoire de ce siècle — Tome 1	1784		roman	---		https://hdl.handle.net/2027/njp.32101067567113			Autor hier: Luchet, Jean-Pierre-Louis de La Roche du Maine https://gallica.bnf.fr/ark:/12148/bpt6k56236497		0											Q212476	46758913	
Laclos_ Vicomte	Laclos_ Vicomte2	obvil-romans	6485186.xml	Choderlos de Laclos		1741	1803	Pierre Choderlos de Laclos	male	roman	Le vicomte de Barjac, ou Mémoires pour servir à l'histoire de ce siècle — Tome 2	1784		roman	---		https://hdl.handle.net/2027/njp.32101067567113			Autor hier: Luchet, Jean-Pierre-Louis de La Roche du Maine https://gallica.bnf.fr/ark:/12148/bpt6k6485186s		0											Q212476	46758913	
Laclos_Liaisons	Laclos_Liaisons	liste2016	---	Laclos		1741	1803	Pierre Choderlos de Laclos	male	Liaisons	Les Liaisons dangereuses	1782	1782	roman	1	Folio 2016: 978-1536823684				https://gallica.bnf.fr/ark:/12148/bpt6k10732600	Gutenberg.org	0			ja	ja	ja				82.17	epistolary	Q212476	46758913	
Lagrave_Sophie	Lagrave_Sophie1	obvil-romans	6550608.xml	Lagrave		1770	1820	Comtesse de Lagrave	female	roman	Sophie de Beauregard, ou Le véritable amour — Tome 1	1798		roman					txt	https://gallica.bnf.fr/ark:/12148/bpt6k6550609k/f5.image		1		forocr			ja				99104	epistolary		24641578	
Lagrave_Sophie	Lagrave_Sophie2	obvil-romans	6550609.xml	Lagrave		1770	1820	Comtesse de Lagrave	female	roman	Sophie de Beauregard, ou Le véritable amour — Tome 2	1798		roman					txt	https://gallica.bnf.fr/ark:/12148/bpt6k65506085/f17.image		0		batch4							99104	epistolary		24641578	
Lagrave_Zabeth	Lagrave_Zabeth1			Lagrave		N/A	N/A	Comtesse de Lagrave	female		Zabeth, ou la Victime de l'ambition. Tome 1	1798							txt	https://gallica.bnf.fr/ark:/12148/bpt6k9626032n/f11.image		1		batch4			ja				99105	heterodiegetic		24641578	
Lagrave_Zabeth	Lagrave_Zabeth2			Lagrave		N/A	N/A	Comtesse de Lagrave	female		Zabeth, ou la Victime de l'ambition. Tome 2	1798							txt	https://gallica.bnf.fr/ark:/12148/bpt6k96260317/f1.image		0		forocr							99105	heterodiegetic		24641578	
Lambert_Relation	Lambert_Relation	obvil-romans	6505781.xml	Lambert		N/A	N/A	Claude François Lambert	male	roman	Relation singulière ou Le courier des Champs Élisées	1771		roman	----		gallica schlechter scan		txt	https://gallica.bnf.fr/ark:/12148/bpt6k6505781t		0									71.28	autodiegetic	Q52154189	9857240	
Lantier_Travaux	Lantier_Travaux	obvil-romans	5653844.xml	Lantier		1734	1826	Étienne-François de Lantier	male	roman	Les travaux de Monsieur l'abbé Mouche	1784		roman	---				txt	https://gallica.bnf.fr/ark:/12148/bpt6k5653844p		0									84.32	homodiegetic	Q3592001 	73855964	
LaPlace_Collection	LaPlace_Collection			LaPlace		1707	1793	Pierre-Antoine de La Place	male	Collection	Collection de romans et contes, imités de l'anglois	1788	1788									1		batch1			ja					mixed	Q3382856	29543734	
LaPlace_Lydia	LaPlace_Lydia			LaPlace		1707	1793	Pierre-Antoine de La Place	male	Lydia	Lydia, ou Mémoires de Milord D***	1772	1772									1		batch1			ja				72.23	autodiegetic	Q3382856	29543734	
Latude_Histoire	Latude_Histoire	obvil-romans	5617920.xml	Latude		1725	1808	Jean Henri Masers de Latude	male	roman	Histoire d'une détention de trente-neuf ans dans les prisons d'État, écrile par le prisonnier lui-même	1787		roman	---				txt	https://gallica.bnf.fr/ark:/12148/bpt6k5617920r		0		badscans								autodiegetic	Q354244	59119916	
Laveaux_Eusèbe	Laveaux_Eusebe	obvil-romans	5795145.xml	Laveaux		1749	1827	Jean-Charles Laveaux 	male	roman	Eusèbe, ou les Beaux profits de la vertu dans le siècle où nous vivons	1785		roman	----				txt	https://gallica.bnf.fr/ark:/12148/bpt6k5795145n		0		batch3							85.33	heterodiegetic	Q649330	100199021	
Léonard_Clémentine	Leonard_Clementine	liste2016	---	Léonard		1744	1793	Nicolas-Germain Léonard 	male	NouvelleClémentine	La Nouvelle Clementine ou Lettres de Henriette de Berville	1774	1774	roman					txt	https://gallica.bnf.fr/ark:/12148/bpt6k97564501											74.20	epistolary	Q970715	7485676	
Leonard_Lettres	Leonard_Lettres1	liste2016	---	Léonard		1744	1793	Nicolas-Germain Léonard 	male	Lettres1	Lettres de deux amants habitants de Lyon (Tome 1)	1783	1783	roman	unter Vorbehalt: 978-2717108880				txt	https://gallica.bnf.fr/ark:/12148/bpt6k5787114f	nicht vorhanden	1		batch3	ja		ja				83.31	epistolary	Q970715	7485676	
Léonard_Lettres	Leonard_Lettres2	liste2016	---	Léonard		1744	1793	Nicolas-Germain Léonard 	male	Lettres2	Lettres de deux amants habitants de Lyon (Tome 2; folgt man dem Link, wird 1784 angegeben)	1783	1783	roman	unter Vorbehalt: 978-2717108880				txt	https://gallica.bnf.fr/ark:/12148/bpt6k5720179z	nicht vorhanden	0		forocr	ja						83.31	epistolary	Q970715	7485676	
Lesuire_Aventurier	Lesuire_Aventurier1	liste2016	---	Lesuire		1737	1815	Robert-Martin Lesuire	male	Aventurier	L'Aventurier François ou Mémoires de Grégoire Merveil	1782	1782		---		https://catalog.hathitrust.org/Record/008691504			https://gallica.bnf.fr/ark:/12148/bpt6k1018409		1		batch4			ja				82.27	autodiegetic	Q3434367	22144831	
Lesuire_Aventurier	Lesuire_Aventurier2	liste2016	---	Lesuire		1737	1815	Robert-Martin Lesuire	male	Aventurier	L'Aventurier François ou Mémoires de Grégoire Merveil	1782	1782		---		https://catalog.hathitrust.org/Record/008691504					0		forocr							82.27	autodiegetic	Q3434367	22144831	
Lesuire_Aventurier	Lesuire_Aventurier3	liste2016	---	Lesuire		1737	1815	Robert-Martin Lesuire	male	Aventurier	L'Aventurier François ou Mémoires de Grégoire Merveil	1782	1782		---		https://catalog.hathitrust.org/Record/008691504			https://gallica.bnf.fr/ark:/12148/bpt6k101841p		0		forocr							82.27	autodiegetic	Q3434367	22144831	
Lesuire_Aventurier	Lesuire_Aventurier4	liste2016	---	Lesuire		1737	1815	Robert-Martin Lesuire	male	Aventurier	L'Aventurier François ou Mémoires de Grégoire Merveil	1782	1782		---		https://catalog.hathitrust.org/Record/008691504			https://gallica.bnf.fr/ark:/12148/bpt6k1018422											82.27	autodiegetic	Q3434367	22144831	
Lesuire_Crime	Lesuire_Crime1	obvil-romans	5474967.xml	Lesuire		1737	1815	Robert-Martin Lesuire	male	roman	Le crime, ou Lettres originales, contenant les aventures de César de Perlencour — Tome 1	1789		roman	---				txt	https://gallica.bnf.fr/ark:/12148/bpt6k5474967d		1		forcor			ja				89.81	epistolary	Q3434367	22144831	
Lesuire_Crime	Lesuire_Crime2	obvil-romans	5471755.xml	Lesuire		1744	1793	Robert-Martin Lesuire	male	roman	Le crime, ou Lettres originales, contenant les aventures de César de Perlencour — Tome 2	1789		roman	---				txt	https://gallica.bnf.fr/ark:/12148/bpt6k5471755k		0		forocr							89.81	epistolary	Q3434367	22144831	
Lesuire_Crime	Lesuire_Crime3	obvil-romans	5471713.xml	Lesuire		1744	1793	Robert-Martin Lesuire	male	roman	Le crime, ou Lettres originales, contenant les aventures de César de Perlencour — Tome 3	1789		roman	---				txt	https://gallica.bnf.fr/ark:/12148/bpt6k54717137		0		batch3							89.81	epistolary	Q3434367	22144831	
Lesuire_Crime	Lesuire_Crime4	obvil-romans	5471503.xml	Lesuire		1744	1793	Robert-Martin Lesuire	male	roman	Le crime, ou Lettres originales, contenant les aventures de César de Perlencour — Tome 4	1789		roman	---				txt	https://gallica.bnf.fr/ark:/12148/bpt6k54715035		0		forocr							89.81	epistolary	Q3434367	22144831	
Loaisel_Comtesse	Loaisel_Comtesse	liste2016	---	Loaisel		1752	1812	Joseph Marie Loaisel de Tréogate	male	Comtesse	La Comtesse d'Alibre	1779	1779		---				txt	https://gallica.bnf.fr/ark:/12148/bpt6k9740937r		1		batch4			ja				79.22	heterodiegetic	Q56062794	4932831	
Loaisel_Dolbreuse	Loaisel_Dolbreuse	liste2016	---	Loaisel		1752	1812	Joseph Marie Loaisel de Tréogate	male	Dolbreuse	Dolbreuse, ou l’homme du siècle ramené à la Vérité par le Sentiment et par la Raison	1783	1783		iSBn: 978-2-86503-302-7					https://gallica.bnf.fr/ark:/12148/bpt6k8567312		0									83.33	autodiegetic	Q56062794	4932831	
Loaisel_Lucile	Loaisel_Lucile	liste2016	---	Loaisel		1752	1812	Joseph Marie Loaisel de Tréogate	male	Lucile	Lucile de Milcourt ou le cri du sentiment	1794	1794						txt	https://gallica.bnf.fr/ark:/12148/bpt6k9800514h		1		batch4			ja				94.R43	autodiegetic	Q56062794	4932831	
Loaisel_Soirées	Loaisel_Soirees	liste2016	---	Loaisel		1752	1812	Joseph Marie Loaisel de Tréogate	male	Soirées	Soirées de mélancholie	1777	1777							https://gallica.bnf.fr/ark:/12148/bpt6k911788		0									77.47	autodiegetic	Q56062794	4932831	
Louvet_Année	--	liste2016	---	Louvet		1760	1797	Jean-Baptiste Louvet de Couvrai	male	Année	Une Année de la vie de Faublas	1787	1787		1	folio(KS)	https://hdl.handle.net/2027/ien.35556007865389			tome 1: https://gallica.bnf.fr/ark:/12148/bpt6k5835565c tome2: https://gallica.bnf.fr/ark:/12148/bpt6k6428083g tome 3: https://gallica.bnf.fr/ark:/12148/bpt6k5807667b tome 4: https://gallica.bnf.fr/ark:/12148/bpt6k63529001 tome 5: https://gallica.bnf.fr/ark:/12148/bpt6k6431660n		0			ja							autodiegetic	Q1362457	34459698	
Louvet_Année	Louvet_Annee1	obvil-romans	5835565.xml	Louvet		1760	1797	Jean-Baptiste Louvet de Couvrai	male	roman	Une année de la vie du chevalier de Faublas — Tome 1	1790		roman	1	Folio	hier Bd 1-3: https://hdl.handle.net/2027/ien.35556007865389		txt	https://gallica.bnf.fr/ark:/12148/bpt6k5835565c		0									87.56	autodiegetic	Q1362457	34459698	
Louvet_Année	Louvet_Annee2	obvil-romans	6428083.xml	Louvet		1760	1797	Jean-Baptiste Louvet de Couvrai	male	roman	Une année de la vie du chevalier de Faublas — Tome 2	1790		roman	1	Folio			txt	https://gallica.bnf.fr/ark:/12148/bpt6k6428083g		0									87.56	autodiegetic	Q1362457	34459698	
Louvet_Année	Louvet_Annee3	obvil-romans	5807667.xml	Louvet		1760	1797	Jean-Baptiste Louvet de Couvrai	male	roman	Une année de la vie du chevalier de Faublas — Tome 3	1790		roman	1	Folio			txt	https://gallica.bnf.fr/ark:/12148/bpt6k5807667b		0									87.56	autodiegetic	Q1362457	34459698	
Louvet_Année	Louvet_Annee4	obvil-romans	6352900.xml	Louvet		1760	1797	Jean-Baptiste Louvet de Couvrai	male	roman	Une année de la vie du chevalier de Faublas — Tome 4	1790		roman	1	Folio			txt	https://gallica.bnf.fr/ark:/12148/bpt6k63529001		0									87.56	autodiegetic	Q1362457	34459698	
Louvet_Année	Louvet_Annee5	obvil-romans	6431660.xml	Louvet		1760	1797	Jean-Baptiste Louvet de Couvrai	male	roman	Une année de la vie du chevalier de Faublas — Tome 5	1790		roman	1	Folio			txt	https://gallica.bnf.fr/ark:/12148/bpt6k6431660n		0									87.56	autodiegetic	Q1362457	34459698	
Louvet_Chevaliers	Louvet_Chevaliers	liste2016	---	Louvet		1760	1797	Jean-Baptiste Louvet de Couvrai	male	Chevaliers	Les chevaliers du cygne	1795	1795							konnte nicht feststellen, dass Couvray ebenfalls ein Buch udT Chevaliers du cygne geschrieben hat.		0										?	Q1362457	34459698	
Louvet_Émilie	Louvet_Emilie	liste2016	---	Louvet		1760	1797	Jean-Baptiste Louvet de Couvrai	male	Émilie	Émilie de Varmont	1791	1791		von 2001: 2-85399-477-5 					http://numelyo.bm-lyon.fr/BML:BML_00GOO0100137001102919573/IMG00000001		0			ja						91.34	epistolary	Q1362457	34459698	
Louvet_Fin	Louvet_Fin1	liste2016	---	Louvet		1760	1797	Jean-Baptiste Louvet de Couvrai	male	Fin	La Fin des amours de Faublas	1790	1790		1	folio(KS)	hier unter dem Titel: Vie et fin de.... https://hdl.handle.net/2027/nyp.33433001022189		txt	tome 1: https://gallica.bnf.fr/ark:/12148/bpt6k9740946q 		0			ja						90.47	autodiegetic	Q1362457	34459698	
Louvet_Fin	Louvet_Fin2	liste2016	---	Louvet		1760	1797	Jean-Baptiste Louvet de Couvrai	male	Fin	La Fin des amours de Faublas	1790	1790		1	folio(KS)	hier unter dem Titel: Vie et fin de.... https://hdl.handle.net/2027/nyp.33433001022189		txt	tome 2:La Fin des amours de Faublas 		0			ja						90.47	autodiegetic	Q1362457	34459698	
Louvet_Fin	Louvet_Fin3	liste2016	---	Louvet		1760	1797	Jean-Baptiste Louvet de Couvrai	male	Fin	La Fin des amours de Faublas	1790	1790		1	folio(KS)	hier unter dem Titel: Vie et fin de.... https://hdl.handle.net/2027/nyp.33433001022189		txt	tome 3: https://gallica.bnf.fr/ark:/12148/bpt6k97413585 		0			ja						90.47	autodiegetic	Q1362457	34459698	
Louvet_Fin	Louvet_Fin4	liste2016	---	Louvet		1760	1797	Jean-Baptiste Louvet de Couvrai	male	Fin	La Fin des amours de Faublas	1790	1790		1	folio(KS)	hier unter dem Titel: Vie et fin de.... https://hdl.handle.net/2027/nyp.33433001022189		txt	tome 4: https://gallica.bnf.fr/ark:/12148/bpt6k97411253 		0			ja						90.47	autodiegetic	Q1362457	34459698	
Louvet_Fin	Louvet_Fin5	liste2016	---	Louvet		1760	1797	Jean-Baptiste Louvet de Couvrai	male	Fin	La Fin des amours de Faublas	1790	1790		1	folio(KS)	hier unter dem Titel: Vie et fin de.... https://hdl.handle.net/2027/nyp.33433001022189		txt	tome 5:https://gallica.bnf.fr/ark:/12148/bpt6k9740975f		0			ja						90.47	autodiegetic	Q1362457	34459698	
Louvet_Fin	Louvet_Fin6	liste2016	---	Louvet		1760	1797	Jean-Baptiste Louvet de Couvrai	male	Fin	La Fin des amours de Faublas	1790	1790		1	folio(KS)	hier unter dem Titel: Vie et fin de.... https://hdl.handle.net/2027/nyp.33433001022189		txt	tome 6: https://gallica.bnf.fr/ark:/12148/bpt6k9740953v		0			ja						90.47	autodiegetic	Q1362457	34459698	
Louvet_Six	Louvet_Six1	liste2016	---	Louvet		1760	1797	Jean-Baptiste Louvet de Couvrai	male	SixSemaines	Six Semaines dans la vie de Faublas, Partie 1	1788	1788		1	folio(KS)			txt	PT1: https://gallica.bnf.fr/ark:/12148/bpt6k9743035r 		0			ja						88.83	autodiegetic	Q1362457	34459698	
Louvet_Six	Louvet_Six2	liste2016	---	Louvet		1760	1797	Jean-Baptiste Louvet de Couvrai	male	SixSemaines	Six Semaines dans la vie de Faublas, Partie 2	1788	1788		1	folio(KS)			txt	Pt2: https://gallica.bnf.fr/ark:/12148/bpt6k97434977		0			ja						88.83	autodiegetic	Q1362457	34459698	
Maistre_Voyage	Maistre_Voyage	liste2016	---	Maistre		1763	1852	Xavier de Maistre	male	Voyage	Voyage autour de ma chambre	1794	1794				ABU		txt	abu		0				ja	ja				94.8	autodiegetic	Q2737006	29612438	
Marmontel_Bélisaire	Marmontel_Belisaire	liste2016	---	Marmontel		1723	1799	Jean-François Marmontel	male	Bélisaire	Bélisaire	1767	1767		Ausgabe von 1988. ISBN: 2-907251-02-3 		bester Scan: https://catalog.hathitrust.org/Record/100748108			https://gallica.bnf.fr/ark:/12148/bpt6k9796v (1988)		0									67.39	heterodiegetic	Q379923	7393886	
Marmontel_Déjeunés	Marmontel_Dejeunes	obvil-romans	5842704.xml	Marmontel		1723	1799	Jean-François Marmontel 	male	roman	"Les Déjeunés du village, ou les Aventures de l'innocence, par M. Marmontel, pour faire suite à ""La Veillée"" du même auteur"	1791		roman					txt	https://gallica.bnf.fr/ark:/12148/bpt6k5842704q		0									91.35	autodiegetic	Q379923	7393886	
Marmontel_Incas	Marmontel_Incas1	liste2016	---	Marmontel		1723	1799	Jean-François Marmontel	male	Incas	Les Incas ou la destruction de l'empire du Pérou, Tome 1	1777	1777		https://www.amazon.de/Incas-destruction-lempire-Pérou-Bélisaire/dp/0543975541		https://hdl.handle.net/2027/nyp.33433075840235			tome 1: https://gallica.bnf.fr/ark:/12148/bpt6k64554g 		0									77.50	heterodiegetic	Q379923	7393886	
Marmontel_Incas	Marmontel_Incas2	liste2016	---	Marmontel		1723	1799	Jean-François Marmontel	male	Incas	Les Incas ou la destruction de l'empire du Pérou, Tome 2	1777	1777		https://www.amazon.de/Incas-destruction-lempire-Pérou-Bélisaire/dp/0543975541		https://hdl.handle.net/2027/nyp.33433075840235			tome 2: https://gallica.bnf.fr/ark:/12148/bpt6k148924b txt-Download führt wiederholt zu einer Fehlermeldung		0									77.50	heterodiegetic	Q379923	7393886	
Meissner_Histoire	Meissner_Histoire1	obvil-romans	5545699.xml	Meissner		1753	1807	August Gottlieb Meißner 	male	roman	Histoire de la vie et de la mort de Bianca Capello, noble vénitienne et grande duchesse de Toscane — Tome 1	1790		roman					txt	https://gallica.bnf.fr/ark:/12148/bpt6k55456992		1					ja				90.51	heterodiegetic	Q214593	44308263	
Meissner_Histoire	Meissner_Histoire2	obvil-romans	5833953.xml	Meissner		1753	1807	August Gottlieb Meißner 	male	roman	Histoire de la vie et de la mort de Bianca Capello, noble vénitienne et grande duchesse de Toscane — Tome 2	1790		roman					txt	https://gallica.bnf.fr/ark:/12148/bpt6k5833953x		0									90.51	heterodiegetic	Q214593	44308263	
Meissner_Histoire	Meissner_Histoire3	obvil-romans	6105830.xml	Meissner		1753	1807	August Gottlieb Meißner 	male	roman	Histoire de la vie et de la mort de Bianca Capello, noble vénitienne et grande duchesse de Toscane — Tome 3	1790		roman					txt	https://gallica.bnf.fr/ark:/12148/bpt6k6105830w		0									90.51	heterodiegetic	Q214593	44308263	
